recipe_id,name,cuisine,ingredients,instructions
1175,Recipe 1175,Mexican,"beans,corn,tomato",Blend and simmer
1176,Recipe 1176,French,"chicken,onion,spices",Cook slowly for 30 minutes
1177,Recipe 1177,Japanese,"beef,potato,carrot",Boil and mix ingredients
1178,Recipe 1178,Thai,"pasta,cheese,cream",Simmer for 45 minutes
1179,Recipe 1179,Mediterranean,"rice,vegetables,soy sauce",Stir fry on high heat
1180,Recipe 1180,Indian,"tomato,onion,garlic",Bake until golden
1181,Recipe 1181,Italian,"fish,lemon,herbs",Blend and simmer
1182,Recipe 1182,British,"beans,corn,tomato",Cook slowly for 30 minutes
1183,Recipe 1183,Chinese,"chicken,onion,spices",Boil and mix ingredients
1184,Recipe 1184,American,"beef,potato,carrot",Simmer for 45 minutes
1185,Recipe 1185,Mexican,"pasta,cheese,cream",Stir fry on high heat
1186,Recipe 1186,French,"rice,vegetables,soy sauce",Bake until golden
1187,Recipe 1187,Japanese,"tomato,onion,garlic",Blend and simmer
1188,Recipe 1188,Thai,"fish,lemon,herbs",Cook slowly for 30 minutes
1189,Recipe 1189,Mediterranean,"beans,corn,tomato",Boil and mix ingredients
1190,Recipe 1190,Indian,"chicken,onion,spices",Simmer for 45 minutes
1191,Recipe 1191,Italian,"beef,potato,carrot",Stir fry on high heat
1192,Recipe 1192,British,"pasta,cheese,cream",Bake until golden
1193,Recipe 1193,Chinese,"rice,vegetables,soy sauce",Blend and simmer
1194,Recipe 1194,American,"tomato,onion,garlic",Cook slowly for 30 minutes
1195,Recipe 1195,Mexican,"fish,lemon,herbs",Boil and mix ingredients
1196,Recipe 1196,French,"beans,corn,tomato",Simmer for 45 minutes
1197,Recipe 1197,Japanese,"chicken,onion,spices",Stir fry on high heat
1198,Recipe 1198,Thai,"beef,potato,carrot",Bake until golden
1199,Recipe 1199,Mediterranean,"pasta,cheese,cream",Blend and simmer
1200,Recipe 1200,Indian,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1201,Recipe 1201,Italian,"tomato,onion,garlic",Boil and mix ingredients
1202,Recipe 1202,British,"fish,lemon,herbs",Simmer for 45 minutes
1203,Recipe 1203,Chinese,"beans,corn,tomato",Stir fry on high heat
1204,Recipe 1204,American,"chicken,onion,spices",Bake until golden
1205,Recipe 1205,Mexican,"beef,potato,carrot",Blend and simmer
1206,Recipe 1206,French,"pasta,cheese,cream",Cook slowly for 30 minutes
1207,Recipe 1207,Japanese,"rice,vegetables,soy sauce",Boil and mix ingredients
1208,Recipe 1208,Thai,"tomato,onion,garlic",Simmer for 45 minutes
1209,Recipe 1209,Mediterranean,"fish,lemon,herbs",Stir fry on high heat
1210,Recipe 1210,Indian,"beans,corn,tomato",Bake until golden
1211,Recipe 1211,Italian,"chicken,onion,spices",Blend and simmer
1212,Recipe 1212,British,"beef,potato,carrot",Cook slowly for 30 minutes
1213,Recipe 1213,Chinese,"pasta,cheese,cream",Boil and mix ingredients
1214,Recipe 1214,American,"rice,vegetables,soy sauce",Simmer for 45 minutes
1215,Recipe 1215,Mexican,"tomato,onion,garlic",Stir fry on high heat
1216,Recipe 1216,French,"fish,lemon,herbs",Bake until golden
1217,Recipe 1217,Japanese,"beans,corn,tomato",Blend and simmer
1218,Recipe 1218,Thai,"chicken,onion,spices",Cook slowly for 30 minutes
1219,Recipe 1219,Mediterranean,"beef,potato,carrot",Boil and mix ingredients
1220,Recipe 1220,Indian,"pasta,cheese,cream",Simmer for 45 minutes
1221,Recipe 1221,Italian,"rice,vegetables,soy sauce",Stir fry on high heat
1222,Recipe 1222,British,"tomato,onion,garlic",Bake until golden
1223,Recipe 1223,Chinese,"fish,lemon,herbs",Blend and simmer
1224,Recipe 1224,American,"beans,corn,tomato",Cook slowly for 30 minutes
1225,Recipe 1225,Mexican,"chicken,onion,spices",Boil and mix ingredients
1226,Recipe 1226,French,"beef,potato,carrot",Simmer for 45 minutes
1227,Recipe 1227,Japanese,"pasta,cheese,cream",Stir fry on high heat
1228,Recipe 1228,Thai,"rice,vegetables,soy sauce",Bake until golden
1229,Recipe 1229,Mediterranean,"tomato,onion,garlic",Blend and simmer
1230,Recipe 1230,Indian,"fish,lemon,herbs",Cook slowly for 30 minutes
1231,Recipe 1231,Italian,"beans,corn,tomato",Boil and mix ingredients
1232,Recipe 1232,British,"chicken,onion,spices",Simmer for 45 minutes
1233,Recipe 1233,Chinese,"beef,potato,carrot",Stir fry on high heat
1234,Recipe 1234,American,"pasta,cheese,cream",Bake until golden
1235,Recipe 1235,Mexican,"rice,vegetables,soy sauce",Blend and simmer
1236,Recipe 1236,French,"tomato,onion,garlic",Cook slowly for 30 minutes
1237,Recipe 1237,Japanese,"fish,lemon,herbs",Boil and mix ingredients
1238,Recipe 1238,Thai,"beans,corn,tomato",Simmer for 45 minutes
1239,Recipe 1239,Mediterranean,"chicken,onion,spices",Stir fry on high heat
1240,Recipe 1240,Indian,"beef,potato,carrot",Bake until golden
1241,Recipe 1241,Italian,"pasta,cheese,cream",Blend and simmer
1242,Recipe 1242,British,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1243,Recipe 1243,Chinese,"tomato,onion,garlic",Boil and mix ingredients
1244,Recipe 1244,American,"fish,lemon,herbs",Simmer for 45 minutes
1245,Recipe 1245,Mexican,"beans,corn,tomato",Stir fry on high heat
1246,Recipe 1246,French,"chicken,onion,spices",Bake until golden
1247,Recipe 1247,Japanese,"beef,potato,carrot",Blend and simmer
1248,Recipe 1248,Thai,"pasta,cheese,cream",Cook slowly for 30 minutes
1249,Recipe 1249,Mediterranean,"rice,vegetables,soy sauce",Boil and mix ingredients
1250,Recipe 1250,Indian,"tomato,onion,garlic",Simmer for 45 minutes
1251,Recipe 1251,Italian,"fish,lemon,herbs",Stir fry on high heat
1252,Recipe 1252,British,"beans,corn,tomato",Bake until golden
1253,Recipe 1253,Chinese,"chicken,onion,spices",Blend and simmer
1254,Recipe 1254,American,"beef,potato,carrot",Cook slowly for 30 minutes
1255,Recipe 1255,Mexican,"pasta,cheese,cream",Boil and mix ingredients
1256,Recipe 1256,French,"rice,vegetables,soy sauce",Simmer for 45 minutes
1257,Recipe 1257,Japanese,"tomato,onion,garlic",Stir fry on high heat
1258,Recipe 1258,Thai,"fish,lemon,herbs",Bake until golden
1259,Recipe 1259,Mediterranean,"beans,corn,tomato",Blend and simmer
1260,Recipe 1260,Indian,"chicken,onion,spices",Cook slowly for 30 minutes
1261,Recipe 1261,Italian,"beef,potato,carrot",Boil and mix ingredients
1262,Recipe 1262,British,"pasta,cheese,cream",Simmer for 45 minutes
1263,Recipe 1263,Chinese,"rice,vegetables,soy sauce",Stir fry on high heat
1264,Recipe 1264,American,"tomato,onion,garlic",Bake until golden
1265,Recipe 1265,Mexican,"fish,lemon,herbs",Blend and simmer
1266,Recipe 1266,French,"beans,corn,tomato",Cook slowly for 30 minutes
1267,Recipe 1267,Japanese,"chicken,onion,spices",Boil and mix ingredients
1268,Recipe 1268,Thai,"beef,potato,carrot",Simmer for 45 minutes
1269,Recipe 1269,Mediterranean,"pasta,cheese,cream",Stir fry on high heat
1270,Recipe 1270,Indian,"rice,vegetables,soy sauce",Bake until golden
1271,Recipe 1271,Italian,"tomato,onion,garlic",Blend and simmer
1272,Recipe 1272,British,"fish,lemon,herbs",Cook slowly for 30 minutes
1273,Recipe 1273,Chinese,"beans,corn,tomato",Boil and mix ingredients
1274,Recipe 1274,American,"chicken,onion,spices",Simmer for 45 minutes
1275,Recipe 1275,Mexican,"beef,potato,carrot",Stir fry on high heat
1276,Recipe 1276,French,"pasta,cheese,cream",Bake until golden
1277,Recipe 1277,Japanese,"rice,vegetables,soy sauce",Blend and simmer
1278,Recipe 1278,Thai,"tomato,onion,garlic",Cook slowly for 30 minutes
1279,Recipe 1279,Mediterranean,"fish,lemon,herbs",Boil and mix ingredients
1280,Recipe 1280,Indian,"beans,corn,tomato",Simmer for 45 minutes
1281,Recipe 1281,Italian,"chicken,onion,spices",Stir fry on high heat
1282,Recipe 1282,British,"beef,potato,carrot",Bake until golden
1283,Recipe 1283,Chinese,"pasta,cheese,cream",Blend and simmer
1284,Recipe 1284,American,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1285,Recipe 1285,Mexican,"tomato,onion,garlic",Boil and mix ingredients
1286,Recipe 1286,French,"fish,lemon,herbs",Simmer for 45 minutes
1287,Recipe 1287,Japanese,"beans,corn,tomato",Stir fry on high heat
1288,Recipe 1288,Thai,"chicken,onion,spices",Bake until golden
1289,Recipe 1289,Mediterranean,"beef,potato,carrot",Blend and simmer
1290,Recipe 1290,Indian,"pasta,cheese,cream",Cook slowly for 30 minutes
1291,Recipe 1291,Italian,"rice,vegetables,soy sauce",Boil and mix ingredients
1292,Recipe 1292,British,"tomato,onion,garlic",Simmer for 45 minutes
1293,Recipe 1293,Chinese,"fish,lemon,herbs",Stir fry on high heat
1294,Recipe 1294,American,"beans,corn,tomato",Bake until golden
1295,Recipe 1295,Mexican,"chicken,onion,spices",Blend and simmer
1296,Recipe 1296,French,"beef,potato,carrot",Cook slowly for 30 minutes
1297,Recipe 1297,Japanese,"pasta,cheese,cream",Boil and mix ingredients
1298,Recipe 1298,Thai,"rice,vegetables,soy sauce",Simmer for 45 minutes
1299,Recipe 1299,Mediterranean,"tomato,onion,garlic",Stir fry on high heat
1300,Recipe 1300,Indian,"fish,lemon,herbs",Bake until golden
1301,Recipe 1301,Italian,"beans,corn,tomato",Blend and simmer
1302,Recipe 1302,British,"chicken,onion,spices",Cook slowly for 30 minutes
1303,Recipe 1303,Chinese,"beef,potato,carrot",Boil and mix ingredients
1304,Recipe 1304,American,"pasta,cheese,cream",Simmer for 45 minutes
1305,Recipe 1305,Mexican,"rice,vegetables,soy sauce",Stir fry on high heat
1306,Recipe 1306,French,"tomato,onion,garlic",Bake until golden
1307,Recipe 1307,Japanese,"fish,lemon,herbs",Blend and simmer
1308,Recipe 1308,Thai,"beans,corn,tomato",Cook slowly for 30 minutes
1309,Recipe 1309,Mediterranean,"chicken,onion,spices",Boil and mix ingredients
1310,Recipe 1310,Indian,"beef,potato,carrot",Simmer for 45 minutes
1311,Recipe 1311,Italian,"pasta,cheese,cream",Stir fry on high heat
1312,Recipe 1312,British,"rice,vegetables,soy sauce",Bake until golden
1313,Recipe 1313,Chinese,"tomato,onion,garlic",Blend and simmer
1314,Recipe 1314,American,"fish,lemon,herbs",Cook slowly for 30 minutes
1315,Recipe 1315,Mexican,"beans,corn,tomato",Boil and mix ingredients
1316,Recipe 1316,French,"chicken,onion,spices",Simmer for 45 minutes
1317,Recipe 1317,Japanese,"beef,potato,carrot",Stir fry on high heat
1318,Recipe 1318,Thai,"pasta,cheese,cream",Bake until golden
1319,Recipe 1319,Mediterranean,"rice,vegetables,soy sauce",Blend and simmer
1320,Recipe 1320,Indian,"tomato,onion,garlic",Cook slowly for 30 minutes
1321,Recipe 1321,Italian,"fish,lemon,herbs",Boil and mix ingredients
1322,Recipe 1322,British,"beans,corn,tomato",Simmer for 45 minutes
1323,Recipe 1323,Chinese,"chicken,onion,spices",Stir fry on high heat
1324,Recipe 1324,American,"beef,potato,carrot",Bake until golden
1325,Recipe 1325,Mexican,"pasta,cheese,cream",Blend and simmer
1326,Recipe 1326,French,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1327,Recipe 1327,Japanese,"tomato,onion,garlic",Boil and mix ingredients
1328,Recipe 1328,Thai,"fish,lemon,herbs",Simmer for 45 minutes
1329,Recipe 1329,Mediterranean,"beans,corn,tomato",Stir fry on high heat
1330,Recipe 1330,Indian,"chicken,onion,spices",Bake until golden
1331,Recipe 1331,Italian,"beef,potato,carrot",Blend and simmer
1332,Recipe 1332,British,"pasta,cheese,cream",Cook slowly for 30 minutes
1333,Recipe 1333,Chinese,"rice,vegetables,soy sauce",Boil and mix ingredients
1334,Recipe 1334,American,"tomato,onion,garlic",Simmer for 45 minutes
1335,Recipe 1335,Mexican,"fish,lemon,herbs",Stir fry on high heat
1336,Recipe 1336,French,"beans,corn,tomato",Bake until golden
1337,Recipe 1337,Japanese,"chicken,onion,spices",Blend and simmer
1338,Recipe 1338,Thai,"beef,potato,carrot",Cook slowly for 30 minutes
1339,Recipe 1339,Mediterranean,"pasta,cheese,cream",Boil and mix ingredients
1340,Recipe 1340,Indian,"rice,vegetables,soy sauce",Simmer for 45 minutes
1341,Recipe 1341,Italian,"tomato,onion,garlic",Stir fry on high heat
1342,Recipe 1342,British,"fish,lemon,herbs",Bake until golden
1343,Recipe 1343,Chinese,"beans,corn,tomato",Blend and simmer
1344,Recipe 1344,American,"chicken,onion,spices",Cook slowly for 30 minutes
1345,Recipe 1345,Mexican,"beef,potato,carrot",Boil and mix ingredients
1346,Recipe 1346,French,"pasta,cheese,cream",Simmer for 45 minutes
1347,Recipe 1347,Japanese,"rice,vegetables,soy sauce",Stir fry on high heat
1348,Recipe 1348,Thai,"tomato,onion,garlic",Bake until golden
1349,Recipe 1349,Mediterranean,"fish,lemon,herbs",Blend and simmer
1350,Recipe 1350,Indian,"beans,corn,tomato",Cook slowly for 30 minutes
1351,Recipe 1351,Italian,"chicken,onion,spices",Boil and mix ingredients
1352,Recipe 1352,British,"beef,potato,carrot",Simmer for 45 minutes
1353,Recipe 1353,Chinese,"pasta,cheese,cream",Stir fry on high heat
1354,Recipe 1354,American,"rice,vegetables,soy sauce",Bake until golden
1355,Recipe 1355,Mexican,"tomato,onion,garlic",Blend and simmer
1356,Recipe 1356,French,"fish,lemon,herbs",Cook slowly for 30 minutes
1357,Recipe 1357,Japanese,"beans,corn,tomato",Boil and mix ingredients
1358,Recipe 1358,Thai,"chicken,onion,spices",Simmer for 45 minutes
1359,Recipe 1359,Mediterranean,"beef,potato,carrot",Stir fry on high heat
1360,Recipe 1360,Indian,"pasta,cheese,cream",Bake until golden
1361,Recipe 1361,Italian,"rice,vegetables,soy sauce",Blend and simmer
1362,Recipe 1362,British,"tomato,onion,garlic",Cook slowly for 30 minutes
1363,Recipe 1363,Chinese,"fish,lemon,herbs",Boil and mix ingredients
1364,Recipe 1364,American,"beans,corn,tomato",Simmer for 45 minutes
1365,Recipe 1365,Mexican,"chicken,onion,spices",Stir fry on high heat
1366,Recipe 1366,French,"beef,potato,carrot",Bake until golden
1367,Recipe 1367,Japanese,"pasta,cheese,cream",Blend and simmer
1368,Recipe 1368,Thai,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1369,Recipe 1369,Mediterranean,"tomato,onion,garlic",Boil and mix ingredients
1370,Recipe 1370,Indian,"fish,lemon,herbs",Simmer for 45 minutes
1371,Recipe 1371,Italian,"beans,corn,tomato",Stir fry on high heat
1372,Recipe 1372,British,"chicken,onion,spices",Bake until golden
1373,Recipe 1373,Chinese,"beef,potato,carrot",Blend and simmer
1374,Recipe 1374,American,"pasta,cheese,cream",Cook slowly for 30 minutes
1375,Recipe 1375,Mexican,"rice,vegetables,soy sauce",Boil and mix ingredients
1376,Recipe 1376,French,"tomato,onion,garlic",Simmer for 45 minutes
1377,Recipe 1377,Japanese,"fish,lemon,herbs",Stir fry on high heat
1378,Recipe 1378,Thai,"beans,corn,tomato",Bake until golden
1379,Recipe 1379,Mediterranean,"chicken,onion,spices",Blend and simmer
1380,Recipe 1380,Indian,"beef,potato,carrot",Cook slowly for 30 minutes
1381,Recipe 1381,Italian,"pasta,cheese,cream",Boil and mix ingredients
1382,Recipe 1382,British,"rice,vegetables,soy sauce",Simmer for 45 minutes
1383,Recipe 1383,Chinese,"tomato,onion,garlic",Stir fry on high heat
1384,Recipe 1384,American,"fish,lemon,herbs",Bake until golden
1385,Recipe 1385,Mexican,"beans,corn,tomato",Blend and simmer
1386,Recipe 1386,French,"chicken,onion,spices",Cook slowly for 30 minutes
1387,Recipe 1387,Japanese,"beef,potato,carrot",Boil and mix ingredients
1388,Recipe 1388,Thai,"pasta,cheese,cream",Simmer for 45 minutes
1389,Recipe 1389,Mediterranean,"rice,vegetables,soy sauce",Stir fry on high heat
1390,Recipe 1390,Indian,"tomato,onion,garlic",Bake until golden
1391,Recipe 1391,Italian,"fish,lemon,herbs",Blend and simmer
1392,Recipe 1392,British,"beans,corn,tomato",Cook slowly for 30 minutes
1393,Recipe 1393,Chinese,"chicken,onion,spices",Boil and mix ingredients
1394,Recipe 1394,American,"beef,potato,carrot",Simmer for 45 minutes
1395,Recipe 1395,Mexican,"pasta,cheese,cream",Stir fry on high heat
1396,Recipe 1396,French,"rice,vegetables,soy sauce",Bake until golden
1397,Recipe 1397,Japanese,"tomato,onion,garlic",Blend and simmer
1398,Recipe 1398,Thai,"fish,lemon,herbs",Cook slowly for 30 minutes
1399,Recipe 1399,Mediterranean,"beans,corn,tomato",Boil and mix ingredients
1400,Recipe 1400,Indian,"chicken,onion,spices",Simmer for 45 minutes
1401,Recipe 1401,Italian,"beef,potato,carrot",Stir fry on high heat
1402,Recipe 1402,British,"pasta,cheese,cream",Bake until golden
1403,Recipe 1403,Chinese,"rice,vegetables,soy sauce",Blend and simmer
1404,Recipe 1404,American,"tomato,onion,garlic",Cook slowly for 30 minutes
1405,Recipe 1405,Mexican,"fish,lemon,herbs",Boil and mix ingredients
1406,Recipe 1406,French,"beans,corn,tomato",Simmer for 45 minutes
1407,Recipe 1407,Japanese,"chicken,onion,spices",Stir fry on high heat
1408,Recipe 1408,Thai,"beef,potato,carrot",Bake until golden
1409,Recipe 1409,Mediterranean,"pasta,cheese,cream",Blend and simmer
1410,Recipe 1410,Indian,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1411,Recipe 1411,Italian,"tomato,onion,garlic",Boil and mix ingredients
1412,Recipe 1412,British,"fish,lemon,herbs",Simmer for 45 minutes
1413,Recipe 1413,Chinese,"beans,corn,tomato",Stir fry on high heat
1414,Recipe 1414,American,"chicken,onion,spices",Bake until golden
1415,Recipe 1415,Mexican,"beef,potato,carrot",Blend and simmer
1416,Recipe 1416,French,"pasta,cheese,cream",Cook slowly for 30 minutes
1417,Recipe 1417,Japanese,"rice,vegetables,soy sauce",Boil and mix ingredients
1418,Recipe 1418,Thai,"tomato,onion,garlic",Simmer for 45 minutes
1419,Recipe 1419,Mediterranean,"fish,lemon,herbs",Stir fry on high heat
1420,Recipe 1420,Indian,"beans,corn,tomato",Bake until golden
1421,Recipe 1421,Italian,"chicken,onion,spices",Blend and simmer
1422,Recipe 1422,British,"beef,potato,carrot",Cook slowly for 30 minutes
1423,Recipe 1423,Chinese,"pasta,cheese,cream",Boil and mix ingredients
1424,Recipe 1424,American,"rice,vegetables,soy sauce",Simmer for 45 minutes
1425,Recipe 1425,Mexican,"tomato,onion,garlic",Stir fry on high heat
1426,Recipe 1426,French,"fish,lemon,herbs",Bake until golden
1427,Recipe 1427,Japanese,"beans,corn,tomato",Blend and simmer
1428,Recipe 1428,Thai,"chicken,onion,spices",Cook slowly for 30 minutes
1429,Recipe 1429,Mediterranean,"beef,potato,carrot",Boil and mix ingredients
1430,Recipe 1430,Indian,"pasta,cheese,cream",Simmer for 45 minutes
1431,Recipe 1431,Italian,"rice,vegetables,soy sauce",Stir fry on high heat
1432,Recipe 1432,British,"tomato,onion,garlic",Bake until golden
1433,Recipe 1433,Chinese,"fish,lemon,herbs",Blend and simmer
1434,Recipe 1434,American,"beans,corn,tomato",Cook slowly for 30 minutes
1435,Recipe 1435,Mexican,"chicken,onion,spices",Boil and mix ingredients
1436,Recipe 1436,French,"beef,potato,carrot",Simmer for 45 minutes
1437,Recipe 1437,Japanese,"pasta,cheese,cream",Stir fry on high heat
1438,Recipe 1438,Thai,"rice,vegetables,soy sauce",Bake until golden
1439,Recipe 1439,Mediterranean,"tomato,onion,garlic",Blend and simmer
1440,Recipe 1440,Indian,"fish,lemon,herbs",Cook slowly for 30 minutes
1441,Recipe 1441,Italian,"beans,corn,tomato",Boil and mix ingredients
1442,Recipe 1442,British,"chicken,onion,spices",Simmer for 45 minutes
1443,Recipe 1443,Chinese,"beef,potato,carrot",Stir fry on high heat
1444,Recipe 1444,American,"pasta,cheese,cream",Bake until golden
1445,Recipe 1445,Mexican,"rice,vegetables,soy sauce",Blend and simmer
1446,Recipe 1446,French,"tomato,onion,garlic",Cook slowly for 30 minutes
1447,Recipe 1447,Japanese,"fish,lemon,herbs",Boil and mix ingredients
1448,Recipe 1448,Thai,"beans,corn,tomato",Simmer for 45 minutes
1449,Recipe 1449,Mediterranean,"chicken,onion,spices",Stir fry on high heat
1450,Recipe 1450,Indian,"beef,potato,carrot",Bake until golden
1451,Recipe 1451,Italian,"pasta,cheese,cream",Blend and simmer
1452,Recipe 1452,British,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1453,Recipe 1453,Chinese,"tomato,onion,garlic",Boil and mix ingredients
1454,Recipe 1454,American,"fish,lemon,herbs",Simmer for 45 minutes
1455,Recipe 1455,Mexican,"beans,corn,tomato",Stir fry on high heat
1456,Recipe 1456,French,"chicken,onion,spices",Bake until golden
1457,Recipe 1457,Japanese,"beef,potato,carrot",Blend and simmer
1458,Recipe 1458,Thai,"pasta,cheese,cream",Cook slowly for 30 minutes
1459,Recipe 1459,Mediterranean,"rice,vegetables,soy sauce",Boil and mix ingredients
1460,Recipe 1460,Indian,"tomato,onion,garlic",Simmer for 45 minutes
1461,Recipe 1461,Italian,"fish,lemon,herbs",Stir fry on high heat
1462,Recipe 1462,British,"beans,corn,tomato",Bake until golden
1463,Recipe 1463,Chinese,"chicken,onion,spices",Blend and simmer
1464,Recipe 1464,American,"beef,potato,carrot",Cook slowly for 30 minutes
1465,Recipe 1465,Mexican,"pasta,cheese,cream",Boil and mix ingredients
1466,Recipe 1466,French,"rice,vegetables,soy sauce",Simmer for 45 minutes
1467,Recipe 1467,Japanese,"tomato,onion,garlic",Stir fry on high heat
1468,Recipe 1468,Thai,"fish,lemon,herbs",Bake until golden
1469,Recipe 1469,Mediterranean,"beans,corn,tomato",Blend and simmer
1470,Recipe 1470,Indian,"chicken,onion,spices",Cook slowly for 30 minutes
1471,Recipe 1471,Italian,"beef,potato,carrot",Boil and mix ingredients
1472,Recipe 1472,British,"pasta,cheese,cream",Simmer for 45 minutes
1473,Recipe 1473,Chinese,"rice,vegetables,soy sauce",Stir fry on high heat
1474,Recipe 1474,American,"tomato,onion,garlic",Bake until golden
1475,Recipe 1475,Mexican,"fish,lemon,herbs",Blend and simmer
1476,Recipe 1476,French,"beans,corn,tomato",Cook slowly for 30 minutes
1477,Recipe 1477,Japanese,"chicken,onion,spices",Boil and mix ingredients
1478,Recipe 1478,Thai,"beef,potato,carrot",Simmer for 45 minutes
1479,Recipe 1479,Mediterranean,"pasta,cheese,cream",Stir fry on high heat
1480,Recipe 1480,Indian,"rice,vegetables,soy sauce",Bake until golden
1481,Recipe 1481,Italian,"tomato,onion,garlic",Blend and simmer
1482,Recipe 1482,British,"fish,lemon,herbs",Cook slowly for 30 minutes
1483,Recipe 1483,Chinese,"beans,corn,tomato",Boil and mix ingredients
1484,Recipe 1484,American,"chicken,onion,spices",Simmer for 45 minutes
1485,Recipe 1485,Mexican,"beef,potato,carrot",Stir fry on high heat
1486,Recipe 1486,French,"pasta,cheese,cream",Bake until golden
1487,Recipe 1487,Japanese,"rice,vegetables,soy sauce",Blend and simmer
1488,Recipe 1488,Thai,"tomato,onion,garlic",Cook slowly for 30 minutes
1489,Recipe 1489,Mediterranean,"fish,lemon,herbs",Boil and mix ingredients
1490,Recipe 1490,Indian,"beans,corn,tomato",Simmer for 45 minutes
1491,Recipe 1491,Italian,"chicken,onion,spices",Stir fry on high heat
1492,Recipe 1492,British,"beef,potato,carrot",Bake until golden
1493,Recipe 1493,Chinese,"pasta,cheese,cream",Blend and simmer
1494,Recipe 1494,American,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1495,Recipe 1495,Mexican,"tomato,onion,garlic",Boil and mix ingredients
1496,Recipe 1496,French,"fish,lemon,herbs",Simmer for 45 minutes
1497,Recipe 1497,Japanese,"beans,corn,tomato",Stir fry on high heat
1498,Recipe 1498,Thai,"chicken,onion,spices",Bake until golden
1499,Recipe 1499,Mediterranean,"beef,potato,carrot",Blend and simmer
1500,Recipe 1500,Indian,"pasta,cheese,cream",Cook slowly for 30 minutes
1501,Recipe 1501,Italian,"rice,vegetables,soy sauce",Boil and mix ingredients
1502,Recipe 1502,British,"tomato,onion,garlic",Simmer for 45 minutes
1503,Recipe 1503,Chinese,"fish,lemon,herbs",Stir fry on high heat
1504,Recipe 1504,American,"beans,corn,tomato",Bake until golden
1505,Recipe 1505,Mexican,"chicken,onion,spices",Blend and simmer
1506,Recipe 1506,French,"beef,potato,carrot",Cook slowly for 30 minutes
1507,Recipe 1507,Japanese,"pasta,cheese,cream",Boil and mix ingredients
1508,Recipe 1508,Thai,"rice,vegetables,soy sauce",Simmer for 45 minutes
1509,Recipe 1509,Mediterranean,"tomato,onion,garlic",Stir fry on high heat
1510,Recipe 1510,Indian,"fish,lemon,herbs",Bake until golden
1511,Recipe 1511,Italian,"beans,corn,tomato",Blend and simmer
1512,Recipe 1512,British,"chicken,onion,spices",Cook slowly for 30 minutes
1513,Recipe 1513,Chinese,"beef,potato,carrot",Boil and mix ingredients
1514,Recipe 1514,American,"pasta,cheese,cream",Simmer for 45 minutes
1515,Recipe 1515,Mexican,"rice,vegetables,soy sauce",Stir fry on high heat
1516,Recipe 1516,French,"tomato,onion,garlic",Bake until golden
1517,Recipe 1517,Japanese,"fish,lemon,herbs",Blend and simmer
1518,Recipe 1518,Thai,"beans,corn,tomato",Cook slowly for 30 minutes
1519,Recipe 1519,Mediterranean,"chicken,onion,spices",Boil and mix ingredients
1520,Recipe 1520,Indian,"beef,potato,carrot",Simmer for 45 minutes
1521,Recipe 1521,Italian,"pasta,cheese,cream",Stir fry on high heat
1522,Recipe 1522,British,"rice,vegetables,soy sauce",Bake until golden
1523,Recipe 1523,Chinese,"tomato,onion,garlic",Blend and simmer
1524,Recipe 1524,American,"fish,lemon,herbs",Cook slowly for 30 minutes
1525,Recipe 1525,Mexican,"beans,corn,tomato",Boil and mix ingredients
1526,Recipe 1526,French,"chicken,onion,spices",Simmer for 45 minutes
1527,Recipe 1527,Japanese,"beef,potato,carrot",Stir fry on high heat
1528,Recipe 1528,Thai,"pasta,cheese,cream",Bake until golden
1529,Recipe 1529,Mediterranean,"rice,vegetables,soy sauce",Blend and simmer
1530,Recipe 1530,Indian,"tomato,onion,garlic",Cook slowly for 30 minutes
1531,Recipe 1531,Italian,"fish,lemon,herbs",Boil and mix ingredients
1532,Recipe 1532,British,"beans,corn,tomato",Simmer for 45 minutes
1533,Recipe 1533,Chinese,"chicken,onion,spices",Stir fry on high heat
1534,Recipe 1534,American,"beef,potato,carrot",Bake until golden
1535,Recipe 1535,Mexican,"pasta,cheese,cream",Blend and simmer
1536,Recipe 1536,French,"rice,vegetables,soy sauce",Cook slowly for 30 minutes
1537,Recipe 1537,Japanese,"tomato,onion,garlic",Boil and mix ingredients
1538,Recipe 1538,Thai,"fish,lemon,herbs",Simmer for 45 minutes
1539,Recipe 1539,Mediterranean,"beans,corn,tomato",Stir fry on high heat
1540,Recipe 1540,Indian,"chicken,onion,spices",Bake until golden
1541,Recipe 1541,Italian,"beef,potato,carrot",Blend and simmer
1542,Recipe 1542,British,"pasta,cheese,cream",Cook slowly for 30 minutes
1543,Recipe 1543,Chinese,"rice,vegetables,soy sauce",Boil and mix ingredients
1544,Recipe 1544,American,"tomato,onion,garlic",Simmer for 45 minutes
1545,Recipe 1545,Mexican,"fish,lemon,herbs",Stir fry on high heat
1546,Recipe 1546,French,"beans,corn,tomato",Bake until golden
1547,Recipe 1547,Japanese,"chicken,onion,spices",Blend and simmer
1548,Recipe 1548,Thai,"beef,potato,carrot",Cook slowly for 30 minutes
